0,-0.0958,-1.6281,-7.2401,27.09,85.4878,-96.0366,82.3171,0.0,0.0,0.0,0,0.0,0.0
1,-0.0958,-1.6281,-7.2401,27.0,11.5854,3.5366,-4.4512,0.0,0.0,0.0,0,0.0,0.0
2,2.5283,0.2107,12.0189,27.09,-5.3659,38.9634,-22.7439,0.0,0.0,0.0,0,0.0,0.0
3,2.5522,0.3352,11.7172,27.09,9.2073,50.061,-24.1463,0.0,0.0,0.0,0,0.0,0.0
4,2.5474,0.5794,11.5209,27.0,10.2439,77.6829,-34.3902,0.0,0.0,0.0,0,0.0,0.0
5,2.5666,0.68,11.2336,27.09,14.2683,104.5732,-44.0244,0.0,0.0,0.0,0,0.0,0.0
6,2.5379,1.0104,10.8553,27.19,18.1707,133.6585,-45.2439,0.0,0.0,0.0,0,0.0,0.0
7,2.5139,1.1971,10.3717,27.09,24.1463,164.2073,-46.3415,0.0,0.0,0.0,0,0.0,0.0
8,2.4708,1.3551,10.0652,27.09,32.1341,162.622,-49.5732,0.0,0.0,0.0,0,0.0,0.0
9,2.308,1.7238,9.821,27.09,20.2439,124.7561,-55.0,0.0,0.0,0.0,0,0.0,0.0
10,2.1787,1.9632,9.6343,27.19,17.5,102.9878,-47.0122,0.0,0.0,0.0,0,0.0,0.0
11,1.9632,2.083,9.3853,27.19,14.939,108.5366,-15.6707,0.0,0.0,0.0,0,0.0,0.0
12,1.8004,2.1739,9.2847,27.19,11.9512,103.4146,-27.5,0.0,0.0,0.0,0,0.0,0.0
13,1.6376,2.2314,9.165,27.09,10.1829,95.6098,-33.0488,0.0,0.0,0.0,0,0.0,0.0
14,1.5323,2.2793,9.1267,27.09,9.7561,86.8293,-37.0732,0.0,0.0,0.0,0,0.0,0.0
15,1.2977,2.3559,9.2225,27.09,10.5488,77.8659,-41.8293,0.0,0.0,0.0,0,0.0,0.0
16,1.2019,2.2649,9.347,27.19,12.1951,67.9878,-46.2805,0.0,0.0,0.0,0,0.0,0.0
17,1.0965,2.2362,9.4379,27.19,14.3902,57.8659,-50.5488,0.0,0.0,0.0,0,0.0,0.0
18,1.0247,2.1979,9.6247,27.09,16.9512,47.9878,-54.2073,0.0,0.0,0.0,0,0.0,0.0
19,0.9673,2.2075,9.8833,27.19,19.878,38.6585,-57.7439,0.0,0.0,0.0,0,0.0,0.0
20,1.0008,2.2075,10.0844,27.09,23.5366,29.6951,-61.0976,0.0,0.0,0.0,0,0.0,0.0
21,0.9002,2.1883,10.3621,27.19,28.1098,22.1341,-64.1463,0.0,0.0,0.0,0,0.0,0.0
22,0.9673,2.0877,10.5489,27.09,33.2927,15.4878,-66.5244,0.0,0.0,0.0,0,0.0,0.0
23,0.9864,2.0973,10.8362,27.19,38.3537,11.0366,-68.8415,0.0,0.0,0.0,0,0.0,0.0
24,1.063,2.3032,10.9271,27.19,43.4756,10.3049,-72.9268,0.0,0.0,0.0,0,0.0,0.0
25,1.0918,2.4756,11.0421,27.19,46.7683,11.1585,-77.378,0.0,0.0,0.0,0,0.0,0.0
26,0.929,1.9537,11.0373,27.19,46.2805,8.1707,-76.3415,0.0,0.0,0.0,0,0.0,0.0
27,1.0247,2.059,11.3198,27.09,44.3293,4.0854,-72.622,0.0,0.0,0.0,0,0.0,0.0
28,1.2546,2.059,11.4203,27.19,44.7561,3.4146,-70.122,0.0,0.0,0.0,0,0.0,0.0
29,1.4988,2.0686,11.5353,27.19,46.4634,4.8171,-66.5244,0.0,0.0,0.0,0,0.0,0.0
30,1.5562,2.2889,11.7124,27.19,47.561,6.9512,-63.4146,0.0,0.0,0.0,0,0.0,0.0
31,1.561,2.4277,11.8465,27.19,48.9024,9.939,-62.0732,0.0,0.0,0.0,0,0.0,0.0
32,1.7717,2.5139,12.038,27.19,49.6341,13.2317,-61.2195,0.0,0.0,0.0,0,0.0,0.0
33,1.9776,2.1931,12.1769,27.19,49.7561,18.4146,-57.8049,0.0,0.0,0.0,0,0.0,0.0
34,2.3224,1.7717,12.2679,27.19,52.622,36.1585,-44.4512,0.0,0.0,0.0,0,0.0,0.0
35,1.8148,2.7821,11.9806,27.09,57.3171,41.7683,-48.5976,0.0,0.0,0.0,0,0.0,0.0
36,1.5754,2.964,11.9135,27.19,57.5,39.6951,-53.2927,0.0,0.0,0.0,0,0.0,0.0
37,1.6233,3.2561,12.153,27.19,55.8537,39.3293,-55.2439,0.0,0.0,0.0,0,0.0,0.0
38,1.7334,3.5051,12.3541,27.19,55.061,41.3415,-57.1951,0.0,0.0,0.0,0,0.0,0.0
39,1.8148,3.5913,12.4355,27.19,52.7439,45.1829,-58.7195,0.0,0.0,0.0,0,0.0,0.0
40,1.7238,3.2417,12.1482,27.19,46.0366,44.0854,-54.3902,0.0,0.0,0.0,0,0.0,0.0
41,1.9249,3.2322,12.1482,27.09,39.6951,42.378,-48.9634,0.0,0.0,0.0,0,0.0,0.0
42,2.0925,3.2992,12.1434,27.09,35.7927,45.7317,-45.4878,0.0,0.0,0.0,0,0.0,0.0
43,2.0925,3.2322,11.8992,27.19,33.2927,50.5488,-42.561,0.0,0.0,0.0,0,0.0,0.0
44,2.1308,3.2753,11.6981,27.19,31.6463,55.061,-40.5488,0.0,0.0,0.0,0,0.0,0.0
45,2.1356,3.304,11.3677,27.28,30.8537,59.939,-39.5122,0.0,0.0,0.0,0,0.0,0.0
46,1.9585,3.2465,11.1905,27.19,30.2439,63.7805,-39.4512,0.0,0.0,0.0,0,0.0,0.0
47,1.8866,3.3854,11.0708,27.19,28.9024,66.2195,-39.4512,0.0,0.0,0.0,0,0.0,0.0
